326,346
329,348
304,354
298,351
311,318
306,305
305,308
317,288
322,267
316,241
321,203
321,205
333,182
359,148
380,141
384,130
384,128
378,125
368,141
353,152
332,167
335,163
320,187
311,194
286,230
286,243
288,241
278,268
281,275
277,284
287,298
284,298
287,302
247,308
265,308
274,311
280,311
286,305
293,306
293,308
289,304
285,304
285,313
287,310
299,297
310,286
314,285
323,263
322,248
326,228
330,224
333,202
334,169
323,155
306,138
305,133
310,107
284,98
257,69
254,64
254,65
243,92
245,125
255,183
260,255
258,260
261,264
252,242
235,233
235,217
237,222
236,217
238,224
248,232
252,248
249,248
255,256
258,258
262,283
258,283
255,283
264,282
276,278
278,270
283,251
287,245
288,227
298,217
319,177
314,147
313,147
313,128
328,95
325,88
321,71
322,75
328,62
326,67
312,98
317,118
318,118
312,138
300,148
302,152
303,160
305,167
308,156
317,144
336,115
332,100
327,97
281,87
280,91
296,117
282,153
285,154
289,181
296,210
296,244
293,278
293,269
284,270
290,268
291,264
286,268
286,269
306,262
306,250
298,244
302,239
302,235
296,244
284,246
302,245
314,231
319,230
315,219
315,203
308,200
309,210
312,210
312,207
307,207
329,221
333,224
310,239
321,239
317,241
317,245
326,283
337,260
316,272
285,276
287,284
298,267
306,274
304,271
326,255
330,258
320,258
300,265
305,250
314,263
314,254
316,245
329,243
319,235
306,227
317,202
314,197
314,195
315,181
315,181
318,171
324,157
328,146
338,145
336,151
328,146
309,157
334,160
402,176
379,186
387,186
321,175
306,169
312,182
313,201
321,212
322,211
329,225
334,232
335,250
330,259
330,260
330,258
327,266
327,268
334,269
333,263
333,257
333,257
333,252
334,239
334,233
334,233
335,220
337,215
339,203
332,194
332,187
335,174
337,164
337,169
338,159
336,151
337,144
345,142
349,140
347,140
347,140
344,137
329,139
329,148
329,159
328,164
328,176
328,182
328,190
331,192
331,192
332,200
330,204
330,214
329,218
325,229
325,236
327,239
325,239
324,244
331,245
330,247
330,238
328,237
327,237
322,231
327,209
330,195
322,186
318,186
322,171
332,162
325,161
329,152
338,146
344,143
341,142
339,141
338,139
337,141
342,141
344,145
348,147
350,154
350,158
348,167
344,176
341,175
341,176
341,179
341,188
333,199
326,207
326,210
326,212
322,222
322,226
329,225
332,226
333,225
339,222
348,217
358,217
352,207
361,196
361,190
379,175
365,166
367,152
372,142
362,134
357,134
327,119
373,113
382,116
344,106
334,99
330,105
349,104
359,103
358,116
358,122
351,136
351,136
337,141
324,162
336,173
334,187
330,196
326,199
326,209
322,219
322,236
324,237
333,249
335,249
329,254
324,260
330,263
332,257
332,253
332,253
332,241
342,241
342,241
342,240
343,230
335,219
322,212
319,203
327,198
332,190
329,179
328,169
326,162
328,154
326,147
323,140
323,134
323,141
328,150
332,159
335,165
339,174
348,186
359,195
363,195
384,216
413,268
414,274
414,275
414,282
393,278
364,275
359,275
368,281
