344,268
344,264
352,266
349,264
359,267
360,267
371,267
371,267
382,268
387,269
396,268
398,268
405,269
405,269
410,268
410,268
410,267
410,266
405,267
405,267
396,269
397,269
391,274
394,274
382,274
383,274
361,274
367,275
368,274
351,274
343,273
336,273
340,272
329,272
328,272
315,268
308,268
310,268
313,265
319,266
321,266
325,262
327,264
329,264
334,263
342,265
344,265
356,266
359,266
370,268
375,266
379,266
393,267
411,267
417,268
425,270
423,269
407,262
407,262
407,253
407,252
400,256
400,256
392,256
391,260
384,259
384,259
371,259
371,259
359,258
359,258
350,261
350,261
339,260
339,260
315,252
315,252
315,252
310,251
321,242
321,242
333,243
333,243
338,250
343,260
355,264
361,262
364,268
364,268
373,269
377,269
393,274
393,274
397,275
397,275
401,275
403,275
403,275
405,270
397,275
396,270
396,261
394,260
395,251
398,246
390,260
389,262
381,257
377,256
370,277
367,280
355,284
347,279
333,271
328,268
342,280
352,288
363,275
360,282
353,269
353,269
357,260
357,266
361,266
363,266
374,266
378,269
379,269
382,271
383,271
392,271
393,272
398,275
391,280
391,270
391,282
391,281
372,268
377,270
372,266
372,270
383,262
384,272
365,258
360,253
331,245
330,244
319,244
316,244
311,244
311,244
306,243
302,243
297,242
291,242
287,229
287,228
277,215
276,215
278,227
271,227
277,227
289,229
307,234
311,238
326,249
326,249
349,261
351,262
360,266
360,267
367,269
373,269
379,271
379,271
384,271
384,271
388,272
388,274
414,289
419,296
414,281
417,281
396,272
395,269
382,267
381,263
362,256
358,254
335,253
332,246
323,245
327,256
316,243
309,242
296,239
292,236
290,238
295,240
299,242
299,244
300,240
304,234
307,234
312,237
315,242
327,253
341,269
354,273
351,272
349,272
358,271
357,265
382,285
382,285
376,282
373,279
358,270
357,264
358,264
358,272
367,283
367,287
358,287
358,289
356,287
353,286
346,282
343,282
333,275
331,274
338,272
343,272
342,271
342,263
330,248
327,246
314,243
312,243
306,243
302,241
308,241
308,241
313,248
317,248
317,248
323,248
339,252
347,254
353,254
364,257
371,272
371,272
395,276
399,275
393,269
391,254
384,255
383,253
385,259
389,261
382,262
382,258
380,258
380,258
374,256
368,253
352,250
341,245
341,241
341,241
329,241
321,239
326,239
326,234
315,232
316,231
314,230
312,230
320,230
323,232
323,232
323,228
335,225
335,231
339,229
339,229
340,216
340,216
337,221
340,221
373,236
373,241
388,232
385,228
383,227
383,227
383,227
381,221
380,232
380,232
375,233
373,227
353,222
348,221
342,219
337,218
322,215
329,214
329,213
326,214
308,213
292,213
302,211
302,211
301,211
301,211
303,214
303,214
313,215
307,217
309,219
314,219
318,219
325,220
330,226
326,233
