344,277
344,278
345,277
345,278
344,278
344,276
344,278
341,288
341,285
334,295
334,295
334,303
331,304
330,306
329,307
322,310
322,309
321,307
321,306
319,301
319,296
319,296
318,290
318,288
318,282
318,278
318,273
318,264
318,264
320,257
322,255
322,252
323,249
327,242
327,236
327,239
328,239
329,239
331,239
333,239
334,241
335,247
336,242
336,253
338,251
341,261
341,260
344,273
346,288
347,286
349,296
349,299
349,308
349,311
351,316
351,322
351,329
346,328
346,328
342,328
341,328
341,327
340,323
339,319
339,312
339,306
337,300
337,297
335,283
335,272
335,273
334,267
334,262
332,254
332,253
332,251
329,238
329,241
329,241
329,238
325,241
325,238
325,245
324,250
322,248
322,246
322,255
322,260
322,263
320,274
320,279
320,279
320,291
320,288
320,289
322,297
322,301
322,306
322,304
324,309
325,308
325,307
325,307
325,306
328,305
329,302
333,297
335,296
338,285
339,284
339,284
345,274
345,266
346,265
346,265
347,262
348,258
350,256
351,255
351,258
349,260
349,260
350,271
348,268
348,273
346,283
344,285
344,286
343,288
341,292
339,296
338,298
336,305
335,306
333,309
332,309
330,307
327,307
325,307
325,307
325,307
319,300
318,300
318,291
317,289
316,283
316,283
316,275
316,269
316,267
318,258
318,256
318,251
318,247
318,246
318,242
318,242
319,242
321,238
325,239
329,242
332,242
333,251
333,251
335,257
338,265
341,273
346,285
348,286
347,298
347,299
347,308
347,310
348,317
349,323
351,327
353,328
354,328
357,329
353,328
353,323
353,317
353,317
353,314
353,309
353,299
353,299
351,285
351,278
351,280
349,267
349,266
349,260
347,260
346,252
345,251
345,250
344,247
342,247
342,247
342,247
337,250
336,252
336,252
330,265
332,263
324,272
329,271
327,283
325,289
325,294
323,301
321,306
321,312
320,319
320,325
320,334
322,328
322,328
326,328
327,327
329,325
329,324
329,321
330,318
335,310
335,309
337,302
338,299
339,290
340,282
342,278
343,271
341,277
342,265
340,271
345,265
351,261
353,261
