314,281
315,281
302,279
301,278
291,273
291,274
286,275
278,273
279,273
284,273
284,273
286,273
286,273
296,276
311,276
310,276
327,278
325,278
340,279
340,279
359,280
378,283
378,283
392,285
392,285
398,286
398,286
411,288
414,289
408,291
406,291
406,291
400,290
401,288
390,289
372,286
374,285
353,285
356,285
339,283
341,283
327,281
313,278
317,274
308,275
308,275
298,274
297,274
292,273
291,273
285,273
297,273
299,275
306,275
307,275
315,277
330,279
334,279
348,281
345,282
363,284
364,285
381,290
393,290
389,290
405,292
402,292
406,292
407,292
405,292
400,292
400,292
390,292
392,292
383,290
381,290
370,289
359,288
349,285
331,279
331,279
318,277
313,277
304,276
298,273
297,273
293,273
293,273
288,273
288,271
288,271
292,271
292,271
302,272
299,273
312,275
312,275
330,275
338,277
339,284
354,282
360,279
378,280
384,281
399,284
405,286
408,286
410,286
410,286
410,286
410,286
405,286
391,283
389,285
378,283
374,283
364,283
360,283
346,282
333,282
330,281
316,281
314,282
302,281
300,281
294,280
285,277
280,276
278,275
282,274
288,274
286,274
287,274
295,274
302,276
308,278
310,278
322,279
323,279
332,279
349,281
359,285
370,285
378,288
387,290
388,286
394,286
402,287
403,287
403,287
398,288
393,288
395,288
382,286
373,285
374,283
367,283
363,282
346,279
341,279
322,278
308,276
303,277
295,277
301,275
293,274
289,274
281,274
273,273
283,273
287,272
288,272
294,272
293,273
300,274
309,273
311,274
323,277
323,280
339,284
339,284
359,284
370,285
366,285
379,291
382,291
386,293
386,293
391,293
391,293
394,293
394,293
392,293
385,293
382,290
371,287
359,284
359,284
345,283
342,280
327,279
327,279
315,279
308,276
306,276
295,276
293,276
285,274
285,274
285,274
285,274
288,274
288,274
288,274
297,273
301,276
311,277
326,279
337,282
346,285
346,285
364,290
364,290
373,290
382,291
382,291
395,295
395,295
395,296
395,296
395,296
394,295
