269,244
269,242
274,240
278,235
280,224
289,212
288,211
293,202
301,191
308,183
314,172
316,170
324,161
329,153
335,150
341,146
343,146
346,143
352,143
357,144
361,145
363,145
363,148
365,153
367,158
366,166
366,168
365,177
365,190
361,206
356,216
358,221
353,224
349,234
343,249
337,250
336,254
332,258
326,262
317,259
308,253
311,255
308,249
305,244
299,234
299,229
293,222
290,217
285,205
283,195
282,192
278,184
278,170
277,161
273,151
272,147
268,142
268,138
268,133
268,133
268,133
268,135
267,138
267,147
267,152
267,154
267,160
268,165
271,181
274,195
279,194
283,208
288,222
290,230
294,240
295,239
297,248
300,252
304,253
306,253
308,251
309,249
314,242
315,236
317,231
321,220
324,213
323,205
325,190
325,185
326,171
323,169
323,161
321,152
321,148
321,148
318,145
317,141
315,140
315,142
311,147
314,146
312,150
311,152
309,159
308,158
307,169
303,180
300,188
300,198
297,198
296,205
293,216
292,221
292,234
293,229
290,235
287,239
282,239
282,236
283,236
281,232
287,229
290,222
292,212
292,207
293,202
295,192
298,181
301,170
302,167
302,158
302,147
303,144
304,137
304,134
304,130
306,126
305,127
308,129
308,131
310,134
310,136
309,143
308,154
309,153
309,163
310,176
308,191
308,202
307,201
307,211
304,222
306,232
305,241
304,242
304,244
304,248
303,253
303,252
303,250
303,249
300,240
300,232
300,222
300,219
299,209
300,196
300,188
300,176
299,169
298,160
298,158
300,144
300,136
300,135
301,131
302,129
307,121
307,121
309,121
312,123
315,127
321,133
324,137
324,138
324,148
327,157
330,165
331,174
331,176
330,184
330,194
332,200
331,208
331,210
328,217
326,219
316,231
313,226
307,227
304,227
300,226
300,216
301,200
302,192
302,189
302,188
305,177
304,164
306,144
303,146
304,142
303,134
302,124
302,118
301,116
300,112
300,104
299,111
300,112
299,112
299,115
298,125
296,133
295,139
293,146
293,156
293,163
292,173
291,180
290,186
287,199
287,209
287,218
288,220
286,223
287,231
287,238
286,236
287,236
287,234
291,228
289,225
294,210
298,208
298,197
300,193
302,179
304,161
305,166
306,152
309,139
311,127
315,113
314,111
312,105
314,94
318,88
318,90
318,91
319,96
320,102
320,113
319,124
319,128
319,138
320,154
316,167
314,183
313,185
313,199
313,216
313,229
313,235
314,241
316,248
314,253
311,254
309,254
309,254
310,253
310,241
308,234
308,227
307,218
306,210
308,202
308,187
307,171
307,165
308,156
308,145
308,131
308,126
308,121
308,120
308,113
309,109
309,113
306,111
306,110
307,113
307,119
307,129
307,137
307,149
307,157
308,173
310,185
311,189
310,196
310,214
309,230
308,240
305,243
305,246
305,250
304,255
304,260
304,252
304,250
305,244
305,235
305,228
307,223
307,219
309,197
309,189
309,188
309,173
309,164
308,152
308,145
307,137
306,132
304,126
308,121
311,121
311,120
311,122
311,122
311,133
311,141
312,144
310,152
311,160
311,171
311,183
311,195
311,197
312,209
312,219
311,237
311,246
311,249
311,255
311,260
311,260
311,258
311,257
311,253
311,248
309,241
311,236
313,228
314,222
316,207
316,196
317,177
318,167
319,158
319,149
320,141
321,126
323,118
323,112
319,111
321,103
322,102
323,107
320,114
319,119
319,124
319,135
319,141
319,151
319,157
319,164
319,184
317,181
315,192
315,204
312,218
312,234
311,233
311,244
311,251
311,254
312,252
310,252
309,247
310,245
308,235
311,227
