261,294
263,294
271,298
278,301
283,301
287,299
292,298
299,295
309,289
312,283
319,278
320,278
328,269
335,256
342,249
348,241
351,241
355,230
356,222
357,213
359,200
363,199
363,199
365,196
365,192
367,193
366,194
363,196
361,200
359,207
357,206
350,216
346,226
339,235
329,250
331,247
327,254
324,265
317,281
307,289
301,293
300,294
297,300
289,302
283,303
281,305
279,305
274,301
272,296
270,290
269,287
268,282
271,275
272,260
274,250
271,257
275,246
279,232
282,223
287,219
287,222
289,216
293,205
296,203
301,201
301,202
305,204
310,204
314,207
320,214
321,212
324,217
326,220
334,237
341,250
334,247
337,255
339,266
345,281
348,289
345,285
346,294
347,301
347,301
347,305
347,305
347,305
347,305
344,297
341,290
341,288
340,280
339,269
337,261
337,252
337,247
336,243
335,230
331,224
328,217
325,214
321,211
316,201
313,197
308,195
308,198
307,198
304,199
303,204
297,209
297,212
297,217
297,223
297,231
296,249
296,241
296,255
296,265
296,273
296,283
298,287
298,292
300,299
300,299
306,300
310,301
310,301
314,301
318,295
323,293
327,292
328,290
329,282
336,262
345,257
345,261
346,255
346,244
351,235
351,235
352,230
355,223
357,216
358,210
358,208
358,210
358,211
358,213
358,219
358,224
358,229
356,231
352,249
348,255
348,257
347,258
345,271
342,287
339,295
335,294
331,295
330,296
329,298
324,305
317,305
316,306
312,301
309,298
306,291
302,285
302,285
300,280
298,269
296,255
295,246
295,250
295,243
296,225
298,222
298,212
302,211
305,209
306,201
309,200
318,194
315,199
316,202
318,202
321,210
324,210
325,213
330,219
336,230
343,243
349,255
351,259
355,264
356,276
358,300
358,303
358,301
359,301
361,302
367,304
372,307
372,307
378,305
378,299
378,299
378,289
379,285
379,281
361,271
356,256
353,252
357,252
355,244
355,229
354,218
354,218
348,220
348,209
348,201
348,201
341,202
338,199
337,199
333,203
333,205
333,213
332,215
332,221
332,230
330,241
326,255
322,255
321,263
322,279
322,281
321,289
321,292
321,300
321,300
321,302
325,307
325,307
333,307
336,307
344,296
344,296
344,292
344,292
347,283
349,271
353,256
354,261
360,248
362,239
362,228
362,218
362,224
362,224
369,203
371,184
370,188
370,191
370,188
370,188
370,189
370,191
370,195
371,203
371,208
372,224
373,235
372,230
371,242
371,251
368,262
363,264
365,265
